,期数,红球_1,红球_2,红球_3,红球_4,红球_5,红球_6,蓝球
2123,11073,03,04,05,12,17,21,14
2124,11072,01,06,10,11,18,27,12
2125,11071,01,02,15,22,28,30,02
2126,11070,01,03,05,12,21,28,12
2127,11069,02,13,16,18,24,30,12
2128,11068,03,07,10,15,19,24,10
2129,11067,17,19,20,24,25,27,12
2130,11066,04,06,14,17,30,32,12
2131,11065,04,16,23,25,27,29,03
2132,11064,03,06,07,29,30,33,02
2133,11063,04,06,13,15,18,19,05
2134,11062,04,08,09,10,29,30,03
2135,11061,02,03,08,13,19,21,03
2136,11060,10,11,13,21,27,31,01
2137,11059,24,26,27,29,31,33,16
2138,11058,07,18,22,30,32,33,06
2139,11057,04,06,20,21,26,33,02
2140,11056,13,16,19,20,23,25,10
2141,11055,08,13,16,17,29,32,16
2142,11054,08,11,16,17,22,33,08
2143,11053,03,06,10,12,22,30,15
2144,11052,04,05,08,19,27,28,08
2145,11051,01,07,11,14,15,16,14
2146,11050,04,05,19,22,28,29,15
2147,11049,01,11,17,18,27,31,14
2148,11048,10,14,18,25,26,27,15
2149,11047,04,13,23,25,27,33,14
2150,11046,09,17,18,26,29,30,08
2151,11045,02,16,17,20,26,32,08
2152,11044,03,14,16,26,27,31,09
2153,11043,04,13,14,17,25,31,04
2154,11042,05,13,15,17,19,21,15
2155,11041,04,10,12,13,30,32,13
2156,11040,05,11,14,24,26,28,13
2157,11039,03,07,10,16,24,29,13
2158,11038,02,14,15,19,23,24,12
2159,11037,01,03,04,06,17,25,11
2160,11036,02,11,20,22,24,31,05
2161,11035,13,14,18,20,27,31,02
2162,11034,13,14,17,19,24,31,08
2163,11033,02,08,12,13,19,29,04
2164,11032,03,05,07,13,14,15,15
2165,11031,16,17,24,28,29,32,12
2166,11030,02,09,19,24,25,33,10
2167,11029,01,04,09,10,20,31,07
2168,11028,01,04,05,14,16,17,01
2169,11027,13,18,21,22,25,26,01
2170,11026,07,08,17,19,21,26,12
2171,11025,08,25,26,31,32,33,09
2172,11024,05,07,10,19,26,31,14
2173,11023,02,03,06,21,22,25,05
2174,11022,02,07,14,16,17,21,05
2175,11021,01,02,14,18,25,31,08
2176,11020,12,16,17,19,24,30,05
2177,11019,02,04,12,19,32,33,16
2178,11018,13,15,18,28,30,33,01
2179,11017,02,06,15,23,26,33,08
2180,11016,03,04,16,17,22,29,13
2181,11015,03,06,13,26,27,29,07
2182,11014,05,07,10,11,23,26,16
2183,11013,01,03,13,16,21,22,08
2184,11012,07,08,11,13,15,26,13
2185,11011,01,12,18,19,21,24,10
2186,11010,01,04,05,09,15,19,13
2187,11009,17,18,23,24,25,26,04
2188,11008,10,12,13,17,24,31,15
2189,11007,01,09,17,24,26,31,05
2190,11006,01,03,05,13,16,18,05
2191,11005,06,09,12,14,20,22,13
2192,11004,04,06,08,10,13,26,05
2193,11003,13,14,21,22,23,27,04
2194,11002,06,08,12,17,28,33,05
2195,11001,03,09,20,24,26,32,10
2196,10153,03,06,12,19,30,31,13
2197,10152,04,09,17,21,25,31,01
2198,10151,02,13,14,17,19,26,14
2199,10150,02,17,18,23,29,30,06
2200,10149,02,07,08,16,25,30,09
2201,10148,01,03,07,18,23,27,12
2202,10147,02,08,15,18,24,30,03
2203,10146,01,17,18,22,25,32,01
2204,10145,03,21,24,27,28,31,08
2205,10144,02,03,08,15,19,21,11
2206,10143,09,16,18,26,30,31,14
2207,10142,02,16,18,23,26,27,10
2208,10141,02,03,07,18,23,27,06
2209,10140,01,12,13,18,26,29,15
2210,10139,11,13,18,20,26,31,09
2211,10138,01,21,23,24,26,30,05
2212,10137,07,09,10,13,19,33,06
2213,10136,04,10,23,24,26,33,10
2214,10135,04,10,13,25,26,30,10
2215,10134,09,15,16,22,27,28,06
2216,10133,03,09,17,21,26,32,01
2217,10132,02,10,12,18,24,33,15
2218,10131,05,06,15,16,19,26,06
2219,10130,01,02,07,15,21,31,16
2220,10129,04,08,14,25,28,32,16
2221,10128,04,11,19,20,24,28,12
2222,10127,01,04,08,17,25,33,01
2223,10126,03,13,18,20,27,28,05
2224,10125,06,07,13,23,28,29,09
2225,10124,02,06,08,11,12,25,02
2226,10123,06,12,15,18,29,32,10
2227,10122,02,09,12,16,25,27,06
2228,10121,08,11,13,18,25,30,15
2229,10120,01,02,05,06,10,29,16
2230,10119,07,17,25,27,30,31,09
2231,10118,05,08,11,13,15,25,05
2232,10117,01,08,20,22,24,28,01
2233,10116,05,09,10,20,22,26,07
2234,10115,01,22,24,25,29,33,15
2235,10114,01,08,11,15,17,25,01
2236,10113,05,10,15,18,20,28,10
2237,10112,01,08,18,24,29,30,16
2238,10111,04,07,08,13,17,18,10
2239,10110,01,03,12,24,26,27,01
2240,10109,04,15,18,25,29,32,15
2241,10108,02,04,08,20,23,24,07
2242,10107,08,12,15,17,22,33,16
2243,10106,02,06,08,15,26,29,16
2244,10105,01,08,09,19,21,31,11
2245,10104,07,17,23,24,27,32,02
2246,10103,06,09,14,17,20,33,09
2247,10102,04,11,16,20,22,29,10
2248,10101,04,09,18,21,25,26,06
2249,10100,01,06,12,22,23,26,08
2250,10099,03,04,17,24,27,30,06
2251,10098,01,03,08,16,29,33,07
2252,10097,10,16,18,21,24,26,01
2253,10096,07,12,21,23,24,28,03
2254,10095,09,11,16,17,25,27,14
2255,10094,03,05,07,27,31,32,10
2256,10093,09,10,19,28,32,33,06
2257,10092,03,13,19,27,28,30,02
2258,10091,06,13,16,20,22,24,16
2259,10090,01,06,10,15,25,31,14
2260,10089,07,08,09,16,23,26,01
2261,10088,05,06,15,23,27,30,12
2262,10087,01,08,16,17,25,30,10
2263,10086,05,21,28,29,30,31,08
2264,10085,01,08,12,13,24,27,08
2265,10084,02,10,14,18,20,30,03
2266,10083,02,20,21,22,23,31,12
2267,10082,01,08,13,14,27,31,02
2268,10081,02,03,09,24,26,27,05
2269,10080,08,10,13,14,16,23,16
2270,10079,08,11,12,14,18,22,02
2271,10078,01,03,09,11,17,23,12
2272,10077,02,08,14,20,21,24,09
2273,10076,01,12,14,29,31,32,15
2274,10075,05,09,12,13,15,22,14
2275,10074,02,10,17,18,19,29,15
2276,10073,01,16,20,23,27,31,02
2277,10072,06,08,22,23,30,31,01
2278,10071,05,13,14,17,20,26,01
2279,10070,08,13,23,27,31,33,07
2280,10069,12,14,20,22,24,32,11
2281,10068,03,13,18,20,23,28,13
2282,10067,01,07,10,14,21,25,01
2283,10066,01,03,21,22,31,32,07
2284,10065,02,07,08,17,30,32,12
2285,10064,08,14,25,26,30,31,11
2286,10063,02,06,10,17,23,24,03
2287,10062,11,13,15,20,31,33,03
2288,10061,02,04,16,19,22,26,12
2289,10060,01,08,15,18,22,27,09
2290,10059,01,09,11,12,18,30,10
2291,10058,01,04,11,17,19,29,12
2292,10057,05,11,12,19,25,32,05
2293,10056,01,02,03,08,13,32,07
2294,10055,02,03,13,19,20,23,08
2295,10054,01,06,08,12,14,25,06
2296,10053,03,22,24,27,28,30,14
2297,10052,01,02,19,23,27,29,10
2298,10051,04,17,23,27,28,32,03
2299,10050,07,21,22,26,28,30,11
2300,10049,01,06,10,26,27,28,02
2301,10048,01,06,08,10,23,33,02
2302,10047,03,10,13,20,21,32,15
2303,10046,11,12,21,23,27,32,05
2304,10045,02,03,04,13,20,29,01
2305,10044,03,09,21,23,27,31,05
2306,10043,04,10,19,22,28,33,04
2307,10042,03,06,11,20,31,32,10
2308,10041,03,05,13,19,25,29,12
2309,10040,12,19,24,25,30,32,11
2310,10039,08,17,21,23,25,32,12
2311,10038,01,06,07,11,13,16,01
2312,10037,03,16,19,21,24,26,06
2313,10036,06,13,14,28,29,30,08
2314,10035,09,10,11,18,19,21,10
2315,10034,06,11,13,22,25,32,12
2316,10033,08,10,11,12,25,29,09
2317,10032,08,18,21,28,29,33,08
2318,10031,05,07,13,24,25,28,04
2319,10030,03,06,10,16,25,31,05
2320,10029,01,05,14,16,17,22,03
2321,10028,01,03,06,12,16,32,12
2322,10027,03,04,15,25,26,30,13
2323,10026,02,04,05,08,19,22,12
2324,10025,04,05,07,10,13,25,11
2325,10024,07,16,26,27,29,31,14
2326,10023,02,09,11,22,24,27,11
2327,10022,01,02,18,29,31,32,02
2328,10021,02,09,16,17,19,25,04
2329,10020,05,06,14,22,24,26,09
2330,10019,02,10,22,24,26,27,06
2331,10018,11,28,29,30,32,33,02
2332,10017,01,03,06,11,12,23,11
2333,10016,02,08,10,12,30,33,16
2334,10015,01,04,16,21,23,28,06
2335,10014,01,03,07,14,26,28,02
2336,10013,01,02,03,16,18,23,12
2337,10012,02,08,13,14,25,33,10
2338,10011,07,08,14,22,24,30,07
2339,10010,07,08,12,15,22,26,08
2340,10009,01,09,13,21,24,32,06
2341,10008,05,07,13,15,18,30,14
2342,10007,14,22,27,28,30,33,14
2343,10006,03,05,07,13,14,18,05
2344,10005,03,05,06,08,17,18,14
2345,10004,01,12,13,16,23,28,07
2346,10003,14,22,26,27,28,31,04
2347,10002,03,06,07,23,30,33,13
2348,10001,07,17,18,27,29,32,13
2349,09154,01,07,12,14,18,25,16
2350,09153,06,07,08,20,21,25,10
2351,09152,03,04,19,21,27,28,05
2352,09151,06,08,10,16,25,30,14
2353,09150,04,06,07,16,19,20,04
2354,09149,01,03,16,18,22,29,04
2355,09148,06,12,15,22,29,32,10
2356,09147,06,08,10,18,22,32,16
2357,09146,03,09,16,20,22,33,15
2358,09145,03,05,11,15,26,33,11
2359,09144,01,05,10,17,18,29,12
2360,09143,05,09,11,17,23,28,10
2361,09142,07,11,15,19,20,24,13
2362,09141,02,13,21,28,29,31,09
2363,09140,04,05,11,18,22,33,12
2364,09139,01,05,15,17,27,29,02
2365,09138,04,07,14,26,32,33,14
2366,09137,08,12,14,15,17,21,01
2367,09136,01,04,14,22,30,33,01
2368,09135,01,03,14,19,30,33,16
2369,09134,03,05,12,15,28,33,06
2370,09133,05,09,13,18,20,32,01
2371,09132,04,14,15,21,23,30,07
2372,09131,16,23,25,26,32,33,05
2373,09130,02,03,07,12,13,30,11
2374,09129,06,07,16,17,24,25,07
2375,09128,05,08,15,16,26,32,01
2376,09127,02,11,12,14,15,16,04
2377,09126,03,05,06,10,19,23,15
2378,09125,06,07,08,22,26,27,12
2379,09124,03,04,22,23,28,30,10
2380,09123,09,13,20,22,25,28,14
2381,09122,07,14,16,27,29,32,01
2382,09121,02,04,06,10,25,30,09
2383,09120,01,02,08,12,16,30,16
2384,09119,06,07,10,12,15,21,05
2385,09118,12,16,25,26,27,31,05
2386,09117,05,09,15,21,26,31,13
2387,09116,05,17,21,25,27,32,14
2388,09115,02,09,13,15,19,24,03
2389,09114,03,05,11,12,31,32,11
2390,09113,04,12,20,25,28,29,16
2391,09112,06,07,18,24,30,32,09
2392,09111,02,04,07,14,15,25,15
2393,09110,04,10,13,15,19,30,14
2394,09109,05,06,07,14,25,28,01
2395,09108,04,10,17,28,32,33,02
2396,09107,07,08,20,23,28,29,05
2397,09106,01,02,15,18,20,29,04
2398,09105,02,08,10,16,27,30,15
2399,09104,20,22,26,29,30,32,16
2400,09103,06,11,17,20,23,24,09
2401,09102,03,05,07,08,14,31,10
2402,09101,01,02,05,10,19,24,14
2403,09100,02,11,17,27,30,33,11
2404,09099,08,09,18,20,25,29,09
2405,09098,03,14,15,20,23,30,02
2406,09097,07,13,24,26,28,32,14
2407,09096,01,26,27,31,32,33,03
2408,09095,08,09,14,28,31,33,15
2409,09094,03,16,22,25,26,33,14
2410,09093,01,11,20,31,32,33,01
2411,09092,02,06,07,14,18,31,08
2412,09091,03,08,11,14,25,29,04
2413,09090,07,09,14,20,23,30,14
2414,09089,02,03,07,11,19,32,04
2415,09088,04,07,11,15,16,17,02
2416,09087,06,11,13,20,28,32,06
2417,09086,11,12,13,18,23,32,11
2418,09085,04,08,12,17,20,30,03
2419,09084,04,09,11,20,32,33,13
2420,09083,02,08,12,18,24,28,04
2421,09082,11,15,18,21,27,29,02
2422,09081,04,05,06,25,29,30,03
2423,09080,01,11,13,25,32,33,06
2424,09079,02,09,16,21,30,31,13
2425,09078,05,07,12,14,15,20,13
2426,09077,01,09,14,16,28,32,16
2427,09076,09,18,19,25,28,31,06
2428,09075,01,13,15,17,20,30,05
2429,09074,05,10,16,19,23,28,13
2430,09073,09,16,17,18,22,27,14
2431,09072,01,03,12,20,21,29,04
2432,09071,04,05,23,26,31,32,06
2433,09070,01,02,09,10,21,31,10
2434,09069,03,05,12,18,21,23,02
2435,09068,06,11,18,20,25,30,05
2436,09067,04,10,16,23,28,30,05
2437,09066,02,15,19,24,31,32,04
2438,09065,08,12,20,22,30,33,02
2439,09064,01,02,14,23,28,29,15
2440,09063,02,05,11,26,30,32,16
2441,09062,10,19,20,21,23,32,10
2442,09061,10,11,13,16,19,30,03
2443,09060,07,13,17,26,32,33,04
2444,09059,03,07,13,23,27,30,11
2445,09058,05,08,10,15,23,26,09
2446,09057,05,07,10,14,17,25,11
2447,09056,04,09,10,18,29,32,08
2448,09055,03,04,18,22,24,29,11
2449,09054,16,17,23,26,31,32,11
2450,09053,07,12,18,19,22,28,04
2451,09052,09,11,15,19,21,30,08
2452,09051,06,10,13,16,21,23,07
2453,09050,13,21,24,29,30,32,04
2454,09049,09,12,14,20,30,31,06
2455,09048,03,07,11,15,17,31,01
2456,09047,06,08,11,15,21,22,16
2457,09046,16,20,21,26,29,30,09
2458,09045,03,04,06,23,30,32,01
2459,09044,11,14,16,18,26,30,01
2460,09043,04,09,10,15,18,26,07
2461,09042,08,16,22,23,27,30,11
2462,09041,01,08,23,26,28,33,08
2463,09040,04,07,10,20,26,30,12
2464,09039,05,12,14,15,21,27,03
2465,09038,12,13,15,23,28,32,05
2466,09037,02,06,15,18,20,31,03
2467,09036,06,09,18,23,32,33,07
2468,09035,06,15,21,26,29,31,05
2469,09034,09,12,18,21,22,26,07
2470,09033,07,08,13,14,29,30,06
2471,09032,09,11,12,19,27,32,06
2472,09031,01,02,03,15,30,33,01
2473,09030,08,14,24,26,28,32,07
2474,09029,12,13,15,22,23,29,13
2475,09028,03,06,12,15,23,26,10
2476,09027,02,07,11,16,27,32,06
2477,09026,11,15,17,18,20,30,16
2478,09025,10,20,22,23,26,33,11
2479,09024,01,03,17,23,30,33,12
2480,09023,01,06,07,15,24,30,08
2481,09022,05,08,09,10,11,18,08
2482,09021,01,04,05,17,24,27,09
2483,09020,03,05,07,10,19,23,13
2484,09019,06,17,19,20,26,27,04
2485,09018,02,05,06,19,27,30,15
2486,09017,06,14,15,19,25,26,08
2487,09016,02,07,13,16,20,33,03
2488,09015,02,04,06,15,17,32,05
2489,09014,03,06,09,14,15,18,02
2490,09013,04,08,09,21,26,27,09
2491,09012,05,11,14,17,18,28,01
2492,09011,02,04,13,14,18,23,15
2493,09010,03,10,17,19,20,24,02
2494,09009,08,15,21,30,31,33,02
2495,09008,04,15,16,22,32,33,02
2496,09007,01,05,12,23,25,26,15
2497,09006,06,12,18,20,26,33,02
2498,09005,01,03,08,15,17,21,13
2499,09004,03,11,13,17,28,31,03
2500,09003,02,03,06,15,25,30,02
2501,09002,10,14,17,25,29,33,14
2502,09001,04,21,23,24,30,31,04
2503,08154,02,05,07,21,22,26,08
2504,08153,01,04,18,21,24,30,16
2505,08152,01,04,06,22,26,30,08
2506,08151,06,08,10,14,17,19,06
2507,08150,04,19,22,24,29,32,02
2508,08149,10,14,22,28,29,33,02
2509,08148,03,05,09,22,26,28,09
2510,08147,07,08,14,22,26,33,02
2511,08146,07,08,17,19,31,32,10
2512,08145,07,13,18,22,26,29,02
2513,08144,02,05,10,27,29,33,15
2514,08143,12,17,18,19,26,27,06
2515,08142,05,06,10,13,17,28,15
2516,08141,03,13,20,25,29,33,15
2517,08140,07,14,16,29,30,31,14
2518,08139,08,09,19,23,25,26,07
2519,08138,07,14,19,23,25,32,04
2520,08137,01,04,24,28,29,33,09
2521,08136,05,09,10,12,18,28,02
2522,08135,05,14,15,16,19,21,15
2523,08134,10,15,19,20,28,32,02
2524,08133,08,11,16,19,24,26,11
2525,08132,09,13,16,25,27,33,08
2526,08131,02,12,15,18,22,32,08
2527,08130,01,12,18,28,30,32,06
2528,08129,01,03,18,24,25,32,15
2529,08128,01,05,19,20,27,33,05
2530,08127,05,08,19,22,27,30,13
2531,08126,04,11,12,14,20,30,13
2532,08125,10,11,12,15,26,29,09
2533,08124,01,07,10,13,21,22,03
2534,08123,10,11,15,16,25,29,02
2535,08122,02,08,11,14,19,26,15
2536,08121,02,22,23,27,31,32,06
2537,08120,10,11,22,24,26,33,02
2538,08119,05,07,09,15,24,29,07
2539,08118,04,09,16,27,31,33,01
2540,08117,03,05,07,10,14,33,07
2541,08116,03,07,21,22,24,29,14
2542,08115,02,12,13,14,17,18,06
2543,08114,04,09,20,24,25,31,14
2544,08113,06,09,10,12,17,22,09
2545,08112,05,13,14,19,22,23,06
2546,08111,17,18,21,25,31,32,06
2547,08110,10,16,22,23,29,31,02
2548,08109,04,07,09,16,21,28,10
2549,08108,09,10,15,17,23,30,12
2550,08107,06,13,18,22,27,32,04
2551,08106,14,19,25,27,29,30,15
2552,08105,05,17,19,27,28,32,02
2553,08104,03,06,08,17,24,31,01
2554,08103,01,12,16,18,22,33,04
2555,08102,03,07,12,21,25,32,05
2556,08101,09,17,21,26,28,30,04
2557,08100,08,14,17,21,27,28,14
2558,08099,10,15,16,22,23,24,07
2559,08098,06,07,10,11,15,30,01
2560,08097,03,06,08,09,16,17,13
2561,08096,06,08,12,24,27,31,14
2562,08095,03,08,14,21,28,29,03
2563,08094,01,04,15,16,23,28,14
2564,08093,04,10,12,16,26,28,07
2565,08092,01,03,18,27,28,30,05
2566,08091,03,12,14,23,31,32,10
2567,08090,02,07,14,18,19,24,01
2568,08089,03,06,11,16,22,27,11
2569,08088,01,06,08,16,17,23,05
2570,08087,01,07,26,29,30,31,06
2571,08086,04,05,10,26,27,30,12
2572,08085,01,04,12,20,24,29,15
2573,08084,04,07,13,20,29,30,16
2574,08083,07,08,09,18,29,32,09
2575,08082,04,08,10,12,21,26,09
2576,08081,02,12,13,18,25,31,04
2577,08080,04,14,22,25,29,32,14
2578,08079,03,04,05,10,20,32,09
2579,08078,06,13,16,26,30,33,01
2580,08077,04,12,22,26,30,33,09
2581,08076,02,05,07,11,13,18,11
2582,08075,01,08,14,18,22,30,03
2583,08074,01,11,15,19,20,24,09
2584,08073,01,09,13,22,28,33,08
2585,08072,01,05,10,18,22,30,09
2586,08071,01,06,21,26,27,28,09
2587,08070,05,06,12,15,18,33,13
2588,08069,05,08,17,20,26,30,10
2589,08068,05,07,17,23,27,29,07
2590,08067,10,11,15,19,26,33,13
2591,08066,07,12,21,22,29,30,08
2592,08065,05,13,15,19,30,31,05
2593,08064,01,02,07,09,12,18,12
2594,08063,05,09,11,14,16,17,15
2595,08062,06,08,13,17,24,27,15
2596,08061,01,02,05,12,26,31,06
2597,08060,06,07,08,17,30,32,03
2598,08059,02,06,15,29,31,32,16
2599,08058,01,12,21,27,29,31,11
2600,08057,19,20,21,26,28,30,08
2601,08056,08,13,22,23,25,30,07
2602,08055,11,16,19,23,26,31,04
2603,08054,02,06,16,17,20,25,07
2604,08053,06,12,19,20,21,27,04
2605,08052,02,10,17,23,29,31,10
2606,08051,01,04,08,10,13,33,11
2607,08050,01,11,19,24,26,27,03
2608,08049,03,10,12,13,19,25,04
2609,08048,11,18,21,27,30,32,01
2610,08047,09,12,13,14,20,22,10
2611,08046,15,16,18,24,28,33,15
2612,08045,01,10,13,21,29,32,04
2613,08044,05,07,09,20,26,29,09
2614,08043,03,10,16,22,27,33,14
2615,08042,03,04,09,11,12,24,01
2616,08041,08,11,20,22,23,27,04
2617,08040,06,13,22,25,27,28,09
2618,08039,01,07,10,13,22,29,01
2619,08038,03,09,10,11,15,19,13
2620,08037,01,12,22,24,28,31,06
2621,08036,02,06,13,18,23,28,16
2622,08035,07,11,14,17,18,29,16
2623,08034,03,05,09,11,21,29,09
2624,08033,12,17,18,30,31,33,04
2625,08032,05,14,16,21,23,28,13
2626,08031,03,06,11,15,21,31,13
2627,08030,06,15,18,19,20,28,11
2628,08029,01,09,14,22,29,32,12
2629,08028,01,13,21,26,29,32,10
2630,08027,15,18,19,23,24,26,13
2631,08026,05,17,19,27,29,32,03
2632,08025,08,16,17,18,19,21,14
2633,08024,11,20,21,26,28,30,13
2634,08023,08,16,18,25,26,32,02
2635,08022,12,18,20,24,28,32,05
2636,08021,09,12,19,20,26,28,15
2637,08020,03,10,13,15,28,30,03
2638,08019,02,09,11,17,27,31,05
2639,08018,02,05,06,23,26,33,13
2640,08017,02,05,07,17,20,22,02
2641,08016,03,12,14,21,29,33,13
2642,08015,06,08,11,16,29,33,03
2643,08014,03,09,11,17,21,31,14
2644,08013,02,08,15,16,22,28,10
2645,08012,03,04,05,16,20,30,13
2646,08011,02,14,17,21,30,32,03
2647,08010,03,08,11,17,21,27,09
2648,08009,09,21,29,30,31,32,16
2649,08008,02,15,16,23,26,27,07
2650,08007,01,13,17,22,23,30,11
2651,08006,01,14,16,18,22,27,14
2652,08005,03,05,15,22,24,25,15
2653,08004,04,08,22,23,27,29,08
2654,08003,06,08,11,13,17,19,12
2655,08002,03,04,18,22,25,29,09
2656,08001,02,04,07,09,14,29,03
2657,07153,01,04,19,20,25,31,15
2658,07152,11,17,21,29,30,33,08
2659,07151,01,06,10,11,23,25,02
2660,07150,03,05,11,13,19,24,05
2661,07149,01,17,19,22,28,30,03
2662,07148,03,09,16,17,23,28,07
2663,07147,03,07,18,24,26,27,04
2664,07146,04,18,22,24,26,30,09
2665,07145,08,09,11,12,25,31,11
2666,07144,08,14,23,25,28,32,16
2667,07143,01,06,22,23,24,26,04
2668,07142,11,20,25,26,27,30,08
2669,07141,02,03,04,06,17,31,08
2670,07140,01,05,16,21,22,26,11
2671,07139,06,10,12,14,16,22,06
2672,07138,02,03,15,17,19,25,16
2673,07137,03,07,08,18,20,22,03
2674,07136,01,02,18,21,25,29,14
2675,07135,01,11,16,26,31,33,16
2676,07134,01,04,10,13,18,25,15
2677,07133,03,06,07,11,13,33,10
2678,07132,01,09,16,21,22,23,05
2679,07131,03,05,07,16,22,27,05
2680,07130,03,05,09,11,27,31,04
2681,07129,05,07,20,21,22,30,08
2682,07128,09,10,19,21,27,31,05
2683,07127,06,09,13,16,24,28,11
2684,07126,09,10,19,23,26,31,09
2685,07125,03,05,18,20,27,33,01
2686,07124,03,07,13,16,19,32,16
2687,07123,01,13,15,23,28,32,02
2688,07122,04,07,19,24,26,32,09
2689,07121,03,10,21,22,27,28,06
2690,07120,06,07,11,12,18,25,01
2691,07119,03,08,11,13,25,31,12
2692,07118,04,10,16,18,25,32,15
2693,07117,03,07,09,10,26,32,01
2694,07116,03,05,07,11,17,27,13
2695,07115,01,05,10,16,20,26,02
2696,07114,05,12,15,24,27,33,05
2697,07113,04,18,23,25,26,31,10
2698,07112,07,11,14,16,25,32,11
2699,07111,02,09,10,12,13,17,11
2700,07110,02,04,07,15,24,28,03
2701,07109,01,04,07,08,13,14,04
2702,07108,03,07,12,13,20,33,02
2703,07107,02,08,09,18,24,28,10
2704,07106,12,18,21,24,25,29,08
2705,07105,02,07,10,17,23,29,14
2706,07104,02,08,12,14,20,32,04
2707,07103,07,09,25,27,30,32,01
2708,07102,04,06,08,18,20,33,11
2709,07101,15,16,18,21,22,30,14
2710,07100,08,18,27,29,30,32,06
2711,07099,03,04,14,27,31,33,05
2712,07098,02,03,05,11,19,20,12
2713,07097,04,08,13,18,26,30,11
2714,07096,09,10,20,22,30,32,08
2715,07095,01,06,08,18,29,32,07
2716,07094,03,05,18,19,24,32,02
2717,07093,05,10,13,15,19,29,02
2718,07092,14,18,22,23,24,33,09
2719,07091,02,11,17,30,31,32,07
2720,07090,05,11,13,27,30,31,02
2721,07089,03,07,08,15,19,28,03
2722,07088,02,04,10,28,29,33,06
2723,07087,01,03,04,05,08,21,09
2724,07086,05,08,14,22,27,29,16
2725,07085,02,12,17,19,29,30,12
2726,07084,06,10,12,14,20,27,10
2727,07083,11,14,18,20,21,26,05
2728,07082,05,15,17,18,25,32,15
2729,07081,09,14,15,19,24,33,13
2730,07080,01,08,16,18,19,29,04
2731,07079,03,04,14,20,21,25,14
2732,07078,04,06,07,23,25,32,01
2733,07077,06,08,14,21,28,29,02
2734,07076,06,12,15,16,20,31,02
2735,07075,13,16,17,22,30,32,03
2736,07074,08,13,15,25,27,28,03
2737,07073,05,09,11,19,28,31,02
2738,07072,02,04,08,13,14,33,16
2739,07071,01,06,14,21,30,31,09
2740,07070,06,08,15,17,18,30,12
2741,07069,03,04,11,12,14,32,12
2742,07068,11,18,19,22,23,28,01
2743,07067,06,11,13,17,21,23,11
2744,07066,05,11,16,24,32,33,08
2745,07065,04,07,19,21,25,31,07
2746,07064,02,06,09,16,21,23,16
2747,07063,10,15,17,24,26,28,12
2748,07062,08,17,20,29,30,33,09
2749,07061,01,06,07,11,20,23,05
2750,07060,01,02,08,16,19,29,05
2751,07059,01,03,04,06,07,29,14
2752,07058,07,08,10,13,25,27,07
2753,07057,05,11,18,19,20,21,09
2754,07056,14,17,21,29,31,32,12
2755,07055,02,06,11,22,28,29,02
2756,07054,01,03,16,18,23,28,05
2757,07053,10,13,16,17,18,27,11
2758,07052,02,03,07,08,26,29,07
2759,07051,03,14,16,26,27,33,13
2760,07050,01,05,08,13,18,25,02
2761,07049,04,14,18,19,31,33,02
2762,07048,02,11,12,15,17,28,12
2763,07047,02,04,16,18,23,30,06
2764,07046,02,06,07,09,19,26,14
2765,07045,01,12,18,21,28,30,10
2766,07044,09,13,20,21,24,32,08
2767,07043,03,08,10,11,14,30,05
2768,07042,03,13,16,19,32,33,08
2769,07041,01,03,09,11,26,31,12
2770,07040,13,14,15,19,24,30,10
2771,07039,06,07,19,24,27,29,01
2772,07038,03,11,14,19,21,30,05
2773,07037,10,11,16,23,31,33,16
2774,07036,03,14,21,23,30,31,10
2775,07035,01,04,08,12,29,31,06
2776,07034,02,09,12,14,23,25,16
2777,07033,03,04,11,17,18,28,09
2778,07032,04,08,16,24,30,32,16
2779,07031,04,06,10,12,19,31,01
2780,07030,03,16,21,22,27,30,04
2781,07029,06,08,09,11,19,21,10
2782,07028,03,08,13,20,29,30,11
2783,07027,02,03,09,22,24,27,11
2784,07026,01,04,14,16,26,29,10
2785,07025,03,16,18,22,23,26,03
2786,07024,08,09,17,25,27,32,06
2787,07023,03,07,13,17,32,33,02
2788,07022,02,04,07,10,18,27,10
2789,07021,03,06,09,11,25,31,13
2790,07020,05,10,16,20,28,31,14
2791,07019,04,11,16,23,29,31,14
2792,07018,01,12,18,20,21,26,11
2793,07017,05,09,10,24,25,32,14
2794,07016,01,18,20,22,26,33,05
2795,07015,03,04,08,18,22,30,15
2796,07014,01,13,16,20,24,26,09
2797,07013,05,15,18,27,29,32,05
2798,07012,03,05,07,21,26,28,04
2799,07011,03,10,15,25,28,33,16
2800,07010,03,08,14,17,30,32,05
2801,07009,02,04,14,15,25,27,15
2802,07008,01,04,05,18,19,25,10
2803,07007,04,12,15,17,22,32,14
2804,07006,06,10,14,22,26,27,11
2805,07005,01,05,06,16,24,30,12
2806,07004,03,07,10,13,25,33,10
2807,07003,05,09,11,12,22,27,15
2808,07002,05,06,14,20,21,22,01
2809,07001,02,04,09,10,20,26,14
2810,06154,07,14,18,20,30,33,13
2811,06153,01,07,11,20,30,33,10
2812,06152,01,14,20,25,27,31,15
2813,06151,01,03,04,06,16,22,08
2814,06150,08,09,12,18,25,27,12
2815,06149,02,03,05,11,15,32,15
2816,06148,04,08,12,13,23,29,01
2817,06147,01,04,15,17,27,31,01
2818,06146,03,09,13,23,28,30,05
2819,06145,02,07,23,26,28,31,07
2820,06144,04,10,13,16,22,29,06
